ENT,MUN,NOM_MUN,TOT_VIV,VIV_REM,VIV_EMIG,VIV_CIRC,VIV_RET,IAIM,GAIM,POS_NAL
19,19032,Lampazos de Naranjo,1451,4.62,4.62,0.83,0.96,2.641,Bajo,1101
19,19033,Linares,16535,3.95,3.31,1.17,0.99,2.377,Bajo,1171
19,19034,Marín,1176,2.72,2.89,0.09,1.11,1.692,Bajo,1354
19,19035,Melchor Ocampo,361,7.2,5.54,0.55,3.88,4.305,Medio,807
19,19036,Mier y Noriega,1522,10.05,10.58,0.13,0.66,5.359,Medio,677
19,19037,Mina,1269,2.52,1.81,0.24,0.63,1.258,Bajo,1513
19,19038,Montemorelos,13882,4.5,3.23,0.39,0.73,2.504,Bajo,1136
19,19039,Monterrey,270594,2.16,1.6,0.47,0.52,1.238,Muy bajo,1519
19,19040,Parás,371,7.82,2.96,1.08,3.5,3.94,Medio,866
19,19041,Pesquería,2901,1.41,0.83,0.21,0.48,0.743,Muy bajo,1754
19,19042,Los Ramones,1785,5.94,2.46,24.43,2.63,8.758,Alto,349
19,19043,Rayones,694,2.16,0.58,0.14,0,0.656,Muy bajo,1811
19,19044,Sabinas Hidalgo,8936,7.35,5.26,2.75,2.95,4.611,Medio,759
19,19045,Salinas Victoria,4993,2.04,1.02,0.76,1.1,1.254,Bajo,1516
19,19046,San Nicolás de los Garza,118075,1.73,1.71,0.52,0.5,1.151,Muy bajo,1553
19,19047,Hidalgo,3568,2.3,3.7,0.03,0.48,1.235,Bajo,1521
19,19048,Santa Catarina,53059,1.76,1.34,0.26,0.34,0.922,Muy bajo,1672
19,19049,Santiago,10132,2.87,1.42,0.9,0.45,1.379,Bajo,1461
19,19050,Vallecillo,649,7.24,2.77,1.23,3.08,3.651,Bajo,908
19,19051,Villaldama,1327,2.03,1.96,0,0.15,1.073,Muy bajo,1594
20,20001,Abejones,278,13.67,23.38,14.39,0.36,13.195,Muy alto,107
20,20002,Acatlán de Pérez Figueroa,8569,6,8.47,0.06,0.35,3.796,Medio,885
20,20003,Asunción Cacalotepec,643,0,0,0,0,0,nulo,
20,20004,Asunción Cuyotepeji,224,16.52,10.71,0,0.89,6.962,Alto,493
20,20005,Asunción Ixtaltepec,3386,1.36,0.3,0,0,0.422,Muy bajo,1996
20,20006,Asunción Nochixtlán,3063,6.59,6.46,0.36,1.04,3.626,Bajo,912
20,20007,Asunción Ocotlán,837,13.14,13.14,5.26,2.63,8.832,Alto,342
20,20008,Asunción Tlacolulita,250,4,0,0,0,1.126,Muy bajo,1568
20,20009,Ayotzintepec,1057,1.89,3.88,0.47,0,1.608,Bajo,1382
20,20010,El Barrio de la Soledad,3191,1.19,0.5,0,0,0.392,Muy bajo,2015
20,20011,Calihualá,311,14.47,10.61,1.93,2.57,7.265,Alto,463
20,20012,Candelaria Loxicha,1809,1.93,0.77,0,0,0.715,Muy bajo,1771
20,20013,Ciénega de Zimatlán,673,22.44,23.33,11.74,9.06,16.422,Muy alto,26
20,20014,Ciudad Ixtepec,6188,1.29,0.79,0,0,0.542,Muy bajo,1891
20,20015,Coatecas Altas,1048,2.67,9.35,0,1.05,3.118,Bajo,1003
20,20016,Coicoyán de las Flores,964,0.41,3.11,0,0.31,0.817,Muy bajo,1716
20,20017,La Compañía,870,4.6,9.77,0.8,2.18,4.236,Medio,820
20,20018,Concepción Buenavista,227,1.32,0.88,0,0,0.552,Muy bajo,1881
20,20019,Concepción Pápalo,733,0.14,0.27,0,0,0.105,Muy bajo,2268
20,20020,Constancia del Rosario,626,7.99,8.63,0.64,0.8,4.494,Medio,776
20,20021,Cosolapa,3240,2.65,3.77,0,0,1.57,Bajo,1393
20,20022,Cosoltepec,289,2.77,3.11,0,0,1.475,Bajo,1437
20,20023,Cuilápam de Guerrero,2884,3.81,2.84,1.07,0,1.631,Bajo,1372
20,20024,Cuyamecalco Villa de Zaragoza,911,0,0.55,0,0,0.141,Muy bajo,2221
20,20025,Chahuites,2286,4.02,1.22,0,0,1.366,Bajo,1465
20,20026,Chalcatongo de Hidalgo,1945,6.58,6.94,0.21,0.51,3.391,Bajo,964
20,20027,Chiquihuitlán de Benito Juárez,678,0,0,0,0,0,nulo,
20,20028,Heroica Ciudad de Ejutla de Crespo,4093,7.31,18.62,1.08,0.9,7.118,Alto,473
20,20029,Eloxochitlán de Flores Magón,921,0,0,0,0,0,nulo,
20,20030,El Espinal,1929,0.62,0.1,0,0,0.187,Muy bajo,2174
20,20031,Tamazulápam del Espíritu Santo,1395,0,4.23,0,0,0.981,Muy bajo,1643
20,20032,Fresnillo de Trujano,243,29.22,29.63,0.82,2.88,15.747,Muy alto,42
20,20033,Guadalupe Etla,475,4.63,6.74,0.84,0.84,3.298,Bajo,981
20,20034,Guadalupe de Ramírez,330,36.36,38.48,6.97,3.64,21.002,Muy alto,6
20,20035,Guelatao de Juárez,137,5.11,5.84,0,0.73,3.03,Bajo,1019
20,20036,Guevea de Humboldt,1267,1.34,0,0,0,0.342,Muy bajo,2056
20,20037,Mesones Hidalgo,827,11.25,14.03,0.24,0.73,6.608,Medio,529
20,20038,Villa Hidalgo,476,7.98,8.4,0,0,4.185,Medio,827
20,20039,Heroica Ciudad de Huajuapan de León,11878,9.77,10.67,1.62,3.17,6.331,Medio,557
20,20040,Huautepec,1329,0.23,0.23,0,0,0.117,Muy bajo,2255
20,20041,Huautla de Jiménez,7392,0.83,0,0,0.09,0.238,Muy bajo,2131
20,20042,Ixtlán de Juárez,1674,4,3.94,0.78,0.54,2.26,Bajo,1211
20,20043,Heroica Ciudad de Juchitán de Zaragoza,17462,0.96,0.25,0,0,0.327,Muy bajo,2070
20,20044,Loma Bonita,10243,7.6,7.64,0.39,0.61,4.054,Medio,843
20,20045,Magdalena Apasco,879,2.05,2.28,0.57,0,1.129,Bajo,1562
20,20046,Magdalena Jaltepec,902,9.2,8.09,0.22,2.33,4.982,Medio,719
20,20047,Santa Magdalena Jicotlán,33,6.06,0,0,0,1.515,Bajo,1420
20,20048,Magdalena Mixtepec,176,6.25,9.09,0.57,1.14,3.704,Medio,900
20,20049,Magdalena Ocotlán,243,9.47,11.52,0.41,0.82,5.624,Medio,647
20,20050,Magdalena Peñasco,792,13.01,8.59,10.61,1.26,8.4,Alto,370
20,20051,Magdalena Teitipac,656,5.34,9.91,1.07,1.68,4.491,Medio,778
20,20052,Magdalena Tequisistlán,1475,4.47,3.12,0.27,0,2.62,Bajo,1107
20,20053,Magdalena Tlacotepec,349,0.86,0.86,0,0,0.444,Muy bajo,1977
20,20054,Magdalena Zahuatlán,130,6.15,8.46,1.54,1.54,4.54,Medio,767
20,20055,Mariscala de Juárez,833,26.77,15.97,3.12,2.88,12.832,Muy alto,119
20,20056,Mártires de Tacubaya,278,2.16,1.8,0,0,0.832,Muy bajo,1707
20,20057,Matías Romero Avendaño,9876,4.6,4.83,0.18,0.17,2.486,Bajo,1142
20,20058,Mazatlán Villa de Flores,3012,0.46,0,0,0,0.116,Muy bajo,2257
20,20059,Miahuatlán de Porfirio Díaz,7001,5.36,7.96,3.11,1.31,4.505,Medio,774
20,20060,Mixistlán de la Reforma,543,1.1,3.87,0.55,0,1.413,Bajo,1451
20,20061,Monjas,485,28.87,18.35,0,3.09,12.712,Muy alto,124
20,20062,Natividad,149,22.15,10.07,0.67,0.67,8.294,Alto,379
20,20063,Nazareno Etla,791,3.29,8.6,0,0,3.338,Bajo,973
20,20064,Nejapa de Madero,1556,4.43,9.77,0.32,0.19,3.73,Medio,895
20,20065,Ixpantepec Nieves,409,22.74,27.87,0,11.49,15.46,Muy alto,46
20,20066,Santiago Niltepec,1544,0.91,0,0,0,0.231,Muy bajo,2138
20,20067,Oaxaca de Juárez,63942,3.26,3.36,0.33,0.75,1.961,Bajo,1274
20,20068,Ocotlán de Morelos,4025,4.02,4.84,0.45,0.72,2.833,Bajo,1054
20,20069,La Pe,442,3.85,6.11,0.68,0,2.673,Bajo,1089
20,20070,Pinotepa de Don Luis,1285,0,0.31,0,0,0.08,Muy bajo,2294
20,20071,Pluma Hidalgo,807,1.98,0.37,0,0,0.503,Muy bajo,1922
20,20072,San José del Progreso,1246,3.37,4.33,0.24,0.48,2.207,Bajo,1221
20,20073,Putla Villa de Guerrero,5590,6.67,8.64,1.06,1.18,4.307,Medio,806
20,20074,Santa Catarina Quioquitani,102,0.98,0.98,0,0,0.518,Muy bajo,1910
20,20075,Reforma de Pineda,689,5.08,0.87,0,0,1.524,Bajo,1414
20,20076,La Reforma,670,11.19,13.28,0,5.97,6.801,Alto,507
20,20077,Reyes Etla,485,0.21,2.47,0,0,0.753,Muy bajo,1744
20,20078,Rojas de Cuauhtémoc,280,11.79,10.71,1.43,3.57,6.975,Alto,490
20,20079,Salina Cruz,19140,1.54,1.18,0.24,0.21,0.815,Muy bajo,1717
20,20080,San Agustín Amatengo,494,1.42,2.23,0,0,0.768,Muy bajo,1737
20,20081,San Agustín Atenango,537,37.06,36.31,4.1,10.8,22.121,Muy alto,3
20,20082,San Agustín Chayuco,923,6.83,4.01,0,0.22,2.659,Bajo,1096
20,20083,San Agustín de las Juntas,1052,1.14,2.47,1.24,0,1.285,Bajo,1496
20,20084,San Agustín Etla,749,4.41,6.54,2.27,2,3.946,Medio,865
20,20085,San Agustín Loxicha,4163,0.17,0,0,0,0.043,Muy bajo,2319
20,20086,San Agustín Tlacotepec,257,4.67,4.28,1.17,0.78,2.756,Bajo,1074
20,20087,San Agustín Yatareni,669,5.53,6.13,1.94,0.15,3.496,Bajo,943
20,20088,San Andrés Cabecera Nueva,573,13.61,18.67,0,2.79,8.883,Alto,337
20,20089,San Andrés Dinicuiti,612,7.03,10.95,2.29,0,5.158,Medio,698
20,20090,San Andrés Huaxpaltepec,1138,15.99,17.66,0.26,0,7.16,Alto,471
20,20091,San Andrés Huayápam,1032,3.88,1.94,0.19,0.1,1.546,Bajo,1403
20,20092,San Andrés Ixtlahuaca,330,10.3,15.76,3.33,1.21,7.652,Alto,429
20,20093,San Andrés Lagunas,167,1.8,1.2,0,0,0.754,Muy bajo,1743
20,20094,San Andrés Nuxiño,437,0,0,0,0,0,nulo,
20,20095,San Andrés Paxtlán,627,0,1.91,0,0,0.485,Muy bajo,1940
20,20096,San Andrés Sinaxtla,185,5.95,5.41,1.08,0.54,3.261,Bajo,984
20,20097,San Andrés Solaga,540,28.15,8.7,0,2.59,9.342,Alto,298
20,20098,San Andrés Teotilálpam,937,0.43,0.21,0,0,0.162,Muy bajo,2191
20,20099,San Andrés Tepetlapa,126,15.87,14.29,3.17,4.76,9.324,Alto,300
20,20100,San Andrés Yaá,158,26.58,27.85,0.63,3.8,14.369,Muy alto,72
20,20101,San Andrés Zabache,199,6.53,20.1,0,0.5,6.768,Alto,511
20,20102,San Andrés Zautla,674,1.34,3.41,0.45,0.89,1.566,Bajo,1397
20,20103,San Antonino Castillo Velasco,1133,1.06,0.71,0,0,0.526,Muy bajo,1902
20,20104,San Antonino el Alto,364,1.65,11.26,1.92,0.27,2.76,Medio,1071
20,20105,San Antonino Monte Verde,1197,3.17,8.69,0,0.33,3.077,Bajo,1007
20,20106,San Antonio Acutla,94,2.13,0,0,0,0.538,Muy bajo,1893
20,20107,San Antonio de la Cal,3276,2.01,4.15,1.56,0.92,2.204,Bajo,1224
20,20108,San Antonio Huitepec,964,3.11,10.89,0,0.52,3.674,Bajo,905
20,20109,San Antonio Nanahuatípam,310,9.03,2.9,0.32,0,3.136,Bajo,998
20,20110,San Antonio Sinicahua,309,3.88,0.97,0,0.97,1.456,Bajo,1440
20,20111,San Antonio Tepetlapa,666,1.2,1.05,0,0,0.589,Muy bajo,1857
20,20112,San Baltazar Chichicápam,763,0,1.31,0.52,0.52,0.616,Muy bajo,1836
20,20113,San Baltazar Loxicha,576,0.17,0.17,0.17,0,0.133,Muy bajo,2231
20,20114,San Baltazar Yatzachi el Bajo,257,28.4,5.06,0.39,2.72,9.131,Alto,320
20,20115,San Bartolo Coyotepec,1040,5,4.33,0.1,0,2.48,Bajo,1145
20,20116,San Bartolomé Ayautla,792,0,0,0,0,0,nulo,
20,20117,San Bartolomé Loxicha,491,1.63,1.02,0,0,0.421,Muy bajo,1998
20,20118,San Bartolomé Quialana,533,24.39,39.21,2.06,5.82,18.251,Muy alto,13
20,20119,San Bartolomé Yucuañe,145,0.69,0.69,0,0,0.347,Muy bajo,2053
20,20120,San Bartolomé Zoogocho,125,14.4,8,0,0,5.415,Medio,670
20,20121,San Bartolo Soyaltepec,239,5.44,3.35,0,0.42,2.321,Bajo,1195
20,20122,San Bartolo Yautepec,196,0.51,0,0,0,0.128,Muy bajo,2239
20,20123,San Bernardo Mixtepec,563,22.38,26.82,0,1.24,12.343,Muy alto,144
20,20124,San Blas Atempa,3944,0.05,0,0,0,0.014,Muy bajo,2340
20,20125,San Carlos Yautepec,2186,0.27,0.82,0.37,0,0.371,Muy bajo,2037
20,20126,San Cristóbal Amatlán,931,1.83,0.64,0.21,0.21,0.823,Muy bajo,1712
20,20127,San Cristóbal Amoltepec,253,0,1.19,0.79,0,0.496,Muy bajo,1931
20,20128,San Cristóbal Lachirioag,400,4.25,10.25,0.75,2.5,4.471,Medio,780
20,20129,San Cristóbal Suchixtlahuaca,106,0.94,1.89,0,0,0.731,Muy bajo,1761
20,20130,San Dionisio del Mar,1089,1.56,2.48,0.09,0,1.069,Muy bajo,1599
20,20131,San Dionisio Ocotepec,1912,12.5,20.66,0.52,3.5,8.364,Alto,375
20,20132,San Dionisio Ocotlán,241,3.32,5.39,0.83,0,2.275,Bajo,1206
20,20133,San Esteban Atatlahuca,789,1.39,2.03,0,0,0.888,Muy bajo,1689
20,20134,San Felipe Jalapa de Díaz,4467,0,0.09,0,0,0.023,Muy bajo,2334
20,20135,San Felipe Tejalápam,1235,2.11,6.4,0,0.32,2.092,Bajo,1250
20,20136,San Felipe Usila,2074,0.34,0.72,0,0,0.269,Muy bajo,2111
20,20137,San Francisco Cahuacuá,639,2.82,4.85,0,0.16,2.009,Bajo,1262
20,20138,San Francisco Cajonos,150,22.67,8.67,0,6,9.619,Alto,273
20,20139,San Francisco Chapulapa,351,0.28,0.57,0,0,0.216,Muy bajo,2150
20,20140,San Francisco Chindúa,169,3.55,2.37,0.59,0,1.693,Bajo,1353
20,20141,San Francisco del Mar,1493,0.54,0.47,0,0,0.276,Muy bajo,2107
20,20142,San Francisco Huehuetlán,336,0.6,0,0,0,0.154,Muy bajo,2207
20,20143,San Francisco Ixhuatán,2312,5.06,5.45,0,0,2.501,Bajo,1139
20,20144,San Francisco Jaltepetongo,285,5.26,8.42,0,0,3.421,Bajo,959
20,20145,San Francisco Lachigoló,423,8.75,6.86,3.55,2.36,5.549,Medio,661
20,20146,San Francisco Logueche,293,0,0,0,0,0,nulo,
20,20147,San Francisco Nuxaño,113,0.88,0,0,0,0.231,Muy bajo,2137
20,20148,San Francisco Ozolotepec,399,0,1,0,0,0.127,Muy bajo,2242
20,20149,San Francisco Sola,268,5.22,9.7,0,0.75,4.008,Medio,851
20,20150,San Francisco Telixtlahuaca,2057,4.86,2.72,1.12,1.12,2.523,Bajo,1132
20,20151,San Francisco Teopan,109,1.83,1.83,0,0,0.917,Muy bajo,1675
20,20152,San Francisco Tlapancingo,366,11.2,13.39,0.27,1.37,6.439,Medio,548
20,20153,San Gabriel Mixtepec,770,0.13,2.99,0.65,0,0.98,Muy bajo,1644
20,20154,San Ildefonso Amatlán,439,2.05,0.23,0.23,0.23,0.748,Muy bajo,1749
20,20155,San Ildefonso Sola,156,1.28,1.28,0,0.64,0.819,Muy bajo,1715
20,20156,San Ildefonso Villa Alta,947,4.54,12.88,0.42,1.69,4.949,Medio,721
20,20157,San Jacinto Amilpas,2005,6.23,5.69,0.1,1.45,3.445,Bajo,954
20,20158,San Jacinto Tlacotepec,475,0,13.26,0.63,0.21,3.481,Bajo,949
20,20159,San Jerónimo Coatlán,825,0.12,1.21,0.24,0.12,0.432,Muy bajo,1986
20,20160,San Jerónimo Silacayoapilla,444,19.37,12.16,0.9,1.58,8.942,Alto,334
20,20161,San Jerónimo Sosola,710,0,0,0,0,0,nulo,
20,20162,San Jerónimo Taviche,292,2.05,0,2.05,0,1.099,Muy bajo,1579
20,20163,San Jerónimo Tecóatl,407,0.25,0,0,0,0.063,Muy bajo,2304
20,20164,San Jorge Nuchita,557,12.93,8.44,0.72,0.72,5.228,Medio,688
20,20165,San José Ayuquila,283,2.47,1.77,0.71,1.41,1.627,Bajo,1375
20,20166,San José Chiltepec,2079,5.92,11.4,0.38,0,4.573,Medio,764
20,20167,San José del Peñasco,426,0.47,0,0,0,0.124,Muy bajo,2244
20,20168,San José Estancia Grande,186,10.22,10.22,0,0,3.654,Medio,907
20,20169,San José Independencia,902,0,0,0,0,0,nulo,
20,20170,San José Lachiguiri,611,3.93,0.98,0.33,0.33,1.404,Bajo,1454
20,20171,San José Tenango,4170,0.02,0,0,0,0.007,nulo,2345
20,20172,San Juan Achiutla,177,4.52,1.13,0,0,1.273,Bajo,1501
20,20173,San Juan Atepec,465,4.73,8.17,1.29,1.72,3.99,Medio,856
20,20174,Ánimas Trujano,637,1.88,2.2,1.88,0,1.624,Bajo,1376
20,20175,San Juan Bautista Atatlahuca,330,7.27,15.45,0.3,0.91,6.203,Medio,578
20,20176,San Juan Bautista Coixtlahuaca,823,0.73,0.73,0.36,0.36,0.555,Muy bajo,1879
20,20177,San Juan Bautista Cuicatlán,2240,3.62,1.34,0,0,1.186,Bajo,1539
20,20178,San Juan Bautista Guelache,719,5.7,9.87,0.56,0.42,4.324,Medio,803
20,20179,San Juan Bautista Jayacatlán,247,2.02,0,0,0,0.512,Muy bajo,1913
20,20180,San Juan Bautista Lo de Soto,521,27.45,11.71,0,1.54,10.345,Alto,230
20,20181,San Juan Bautista Suchitepec,131,6.87,0.76,0,0.76,2.148,Bajo,1238
20,20182,San Juan Bautista Tlacoatzintepec,421,0,0,0,0,0,nulo,
20,20183,San Juan Bautista Tlachichilco,281,10.68,11.03,0,3.56,6.317,Medio,560
20,20184,San Juan Bautista Tuxtepec,33229,2.21,4.04,0.38,0.26,1.728,Bajo,1341
20,20185,San Juan Cacahuatepec,1499,8.87,5.8,0.8,1.13,4.141,Medio,832
20,20186,San Juan Cieneguilla,154,34.42,20.78,1.3,3.9,15.213,Muy alto,50
20,20187,San Juan Coatzóspam,494,0,0,0,1.01,0.262,Muy bajo,2115
20,20188,San Juan Colorado,1748,4.58,4.92,0,1.09,2.715,Bajo,1078
20,20189,San Juan Comaltepec,404,0.5,0.74,0,0,0.316,Muy bajo,2077
20,20190,San Juan Cotzocón,4904,3.49,5.04,0,0,2.202,Bajo,1225
20,20191,San Juan Chicomezúchil,112,1.79,6.25,0.89,0.89,2.471,Bajo,1146
20,20192,San Juan Chilateca,334,4.49,7.78,0.9,1.8,3.584,Medio,924
20,20193,San Juan del Estado,493,6.09,13.39,1.01,1.01,3.498,Medio,941
20,20194,San Juan del Río,357,11.48,20.17,6.72,5.6,10.91,Alto,204
20,20195,San Juan Diuxi,364,1.92,1.92,0,0,0.974,Muy bajo,1648
20,20196,San Juan Evangelista Analco,126,5.56,7.14,0.79,2.38,3.968,Medio,861
20,20197,San Juan Guelavía,710,18.03,12.11,0,3.38,9.287,Alto,304
20,20198,San Juan Guichicovi,6721,0.6,0,0,0,0.156,Muy bajo,2204
20,20199,San Juan Ihualtepec,177,9.6,2.26,0,0.56,3.157,Bajo,996
20,20200,San Juan Juquila Mixes,867,1.27,2.65,0,0,1.02,Muy bajo,1623
20,20201,San Juan Juquila Vijanos,434,0,0,0,0,0,nulo,
20,20202,San Juan Lachao,727,2.34,0.41,0,0,0.696,Muy bajo,1784
20,20203,San Juan Lachigalla,624,0.64,5.13,0,0,1.266,Bajo,1504
20,20204,San Juan Lajarcia,173,10.98,10.98,0.58,0.58,5.687,Medio,638
20,20205,San Juan Lalana,3134,0.45,1.08,0.1,0.06,0.424,Muy bajo,1993
20,20206,San Juan de los Cués,595,4.2,4.71,0.5,0,2.389,Bajo,1166
20,20207,San Juan Mazatlán,3147,5.31,8.36,1.05,0,3.614,Medio,916
20,20208,San Juan Mixtepec -Dto. 08 -,1924,19.75,21.36,2.29,12.68,14.015,Muy alto,81
20,20209,San Juan Mixtepec -Dto. 26 -,184,1.63,0,0,0,0.414,Muy bajo,2001
20,20210,San Juan Ñumí,1032,15.6,21.61,2.13,14.63,13.942,Muy alto,82
20,20211,San Juan Ozolotepec,577,0,1.21,0,0,0.235,Muy bajo,2134
20,20212,San Juan Petlapa,499,0,0,0,0,0,nulo,
20,20213,San Juan Quiahije,610,26.23,27.87,7.05,0.49,20.685,Muy alto,7
20,20214,San Juan Quiotepec,473,17.97,15.22,1.27,4.02,9.933,Alto,256
20,20215,San Juan Sayultepec,164,3.05,2.44,0.61,1.22,1.899,Bajo,1297
20,20216,San Juan Tabaá,270,1.11,10,1.11,0,3.059,Bajo,1010
20,20217,San Juan Tamazola,673,1.78,2.82,0,0,1.153,Muy bajo,1552
20,20218,San Juan Teita,127,2.36,3.15,0,0,1.42,Bajo,1449
20,20219,San Juan Teitipac,683,16.84,19.77,0.59,1.61,9.639,Alto,270
20,20220,San Juan Tepeuxila,841,1.07,0.71,0,0,0.463,Muy bajo,1961
20,20221,San Juan Teposcolula,373,2.95,2.68,2.68,0.8,2.362,Bajo,1180
20,20222,San Juan Yaeé,443,0,0,0,0,0,nulo,
20,20223,San Juan Yatzona,129,0.78,2.33,0,0,0.826,Muy bajo,1709
20,20224,San Juan Yucuita,192,15.63,9.9,1.56,2.08,7.292,Alto,455
20,20225,San Lorenzo,1030,3.88,3.69,0,0,1.811,Bajo,1315
20,20226,San Lorenzo Albarradas,543,9.02,5.34,0.55,0.55,3.867,Medio,878
20,20227,San Lorenzo Cacaotepec,2272,2.86,6.87,1.36,0.18,2.862,Bajo,1046
20,20228,San Lorenzo Cuaunecuiltitla,140,0.71,0,0,0,0.189,Muy bajo,2171
20,20229,San Lorenzo Texmelúcan,953,0,0,0,0,0,nulo,
20,20230,San Lorenzo Victoria,265,18.87,27.17,4.15,3.02,12.386,Muy alto,141
20,20231,San Lucas Camotlán,607,0,0,0,0,0,nulo,
20,20232,San Lucas Ojitlán,4073,0.29,0.34,0,0,0.174,Muy bajo,2182
20,20233,San Lucas Quiaviní,391,39.13,34.02,0,2.3,19.008,Muy alto,12
20,20234,San Lucas Zoquiápam,1714,0,0,0,0,0,nulo,
20,20235,San Luis Amatlán,919,3.37,0.65,0,0,1.011,Muy bajo,1627
20,20236,San Marcial Ozolotepec,351,0.28,1.42,0,0,0.454,Muy bajo,1970
20,20237,San Marcos Arteaga,565,15.58,9.56,10.44,6.73,11.142,Alto,193
20,20238,San Martín de los Cansecos,177,0.56,0.56,0,0,0.299,Muy bajo,2091
20,20239,San Martín Huamelúlpam,278,3.96,2.52,0.36,3.24,2.518,Bajo,1134
20,20240,San Martín Itunyoso,552,3.62,2.9,0.36,0.18,1.773,Bajo,1326
20,20241,San Martín Lachilá,308,13.96,23.7,2.27,0.65,10.225,Alto,238
20,20242,San Martín Peras,1150,2.09,5.13,2.09,0.35,2.432,Bajo,1155
20,20243,San Martín Tilcajete,383,10.18,10.44,2.61,2.35,6.723,Medio,519
20,20244,San Martín Toxpalan,647,0.46,0.62,0,0,0.273,Muy bajo,2109
20,20245,San Martín Zacatepec,296,20.27,17.57,0,3.72,10.248,Alto,236
20,20246,San Mateo Cajonos,173,21.39,16.76,1.16,4.62,8.027,Alto,399
20,20247,Capulálpam de Méndez,332,13.25,2.41,1.51,5.12,5.799,Medio,621
20,20248,San Mateo del Mar,1925,0,0,0,0,0,nulo,
20,20249,San Mateo Yoloxochitlán,587,0,0.17,0,0,0.043,Muy bajo,2321
20,20250,San Mateo Etlatongo,252,2.78,1.98,0,0.4,1.36,Bajo,1466
20,20251,San Mateo Nejápam,213,23.47,24.41,1.88,5.16,11.17,Muy alto,192
20,20252,San Mateo Peñasco,410,0,2.68,0,0,0.671,Muy bajo,1804
20,20253,San Mateo Piñas,965,1.35,1.55,0.93,0.31,1.071,Muy bajo,1597
20,20254,San Mateo Río Hondo,658,0.46,0.91,1.06,0.46,0.729,Muy bajo,1762
20,20255,San Mateo Sindihui,450,8,4,0.89,0.44,3.193,Bajo,993
20,20256,San Mateo Tlapiltepec,69,2.9,0,0,0,0.725,Muy bajo,1766
20,20257,San Melchor Betaza,274,4.38,2.55,0,0,1.757,Bajo,1333
20,20258,San Miguel Achiutla,241,0.83,0.41,0,0,0.318,Muy bajo,2075
20,20259,San Miguel Ahuehuetitlán,412,5.58,8.74,0,0.24,3.476,Bajo,950
20,20260,San Miguel Aloápam,549,1.28,17.67,5.1,0,3.392,Medio,963
20,20261,San Miguel Amatitlán,1018,0.39,0,0,0,0.1,Muy bajo,2275
20,20262,San Miguel Amatlán,276,6.16,12.32,0,0.72,4.889,Medio,732
20,20263,San Miguel Coatlán,535,0,0.56,0.37,0.75,0.425,Muy bajo,1991
20,20264,San Miguel Chicahua,435,24.6,25.75,0,0.23,12.557,Muy alto,130
20,20265,San Miguel Chimalapa,1220,0,0.49,0.08,0,0.148,Muy bajo,2213
20,20266,San Miguel del Puerto,1697,0.71,1.59,0,0,0.593,Muy bajo,1851
20,20267,San Miguel del Río,77,3.9,9.09,1.3,2.6,4.333,Medio,800
20,20268,San Miguel Ejutla,185,4.86,18.38,3.78,1.62,7.32,Alto,451
20,20269,San Miguel el Grande,950,8.11,13.26,3.58,0,6.248,Medio,569
20,20270,San Miguel Huautla,373,0.54,0.8,0,0,0.335,Muy bajo,2062
20,20271,San Miguel Mixtepec,431,3.48,5.57,0.46,0,2.795,Bajo,1065
20,20272,San Miguel Panixtlahuaca,1202,12.23,19.38,0.5,0.75,9.659,Alto,265
20,20273,San Miguel Peras,612,0.33,0.49,0,0,0.207,Muy bajo,2158
20,20274,San Miguel Piedras,257,3.5,7,0,0,2.637,Bajo,1102
20,20275,San Miguel Quetzaltepec,1116,0,0,0,0,0,nulo,
20,20276,San Miguel Santa Flor,189,0,0,0,0,0,nulo,
20,20277,Villa Sola de Vega,2431,4.24,8.06,0.95,0,3.329,Bajo,974
20,20278,San Miguel Soyaltepec,7349,0.64,0.03,0,0,0.172,Muy bajo,2185
20,20279,San Miguel Suchixtepec,499,1,1,0,0,0.512,Muy bajo,1914
20,20280,Villa Talea de Castro,675,2.52,10.22,0,0,2.948,Bajo,1032
20,20281,San Miguel Tecomatlán,78,8.97,3.85,0,1.28,3.526,Bajo,938
20,20282,San Miguel Tenango,203,0,0,0,0,0,nulo,
20,20283,San Miguel Tequixtepec,279,0.72,0,0,0,0.181,Muy bajo,2178
20,20284,San Miguel Tilquiápam,492,1.22,1.42,0,0,0.663,Muy bajo,1809
20,20285,San Miguel Tlacamama,607,0.82,1.32,0,0.16,0.635,Muy bajo,1824
20,20286,San Miguel Tlacotepec,782,4.48,9.72,3.58,10.49,6.228,Alto,570
20,20287,San Miguel Tulancingo,140,0.71,0,0,0,0.179,Muy bajo,2181
20,20288,San Miguel Yotao,152,0,0,0,0,0,nulo,
20,20289,San Nicolás,307,5.21,0.65,0.33,0,1.525,Bajo,1412
20,20290,San Nicolás Hidalgo,200,20.5,17,7.5,5.5,12.362,Muy alto,143
20,20291,San Pablo Coatlán,963,1.35,3.53,0,0,1.255,Bajo,1515
20,20292,San Pablo Cuatro Venados,201,5.47,16.92,0.5,0,6.053,Medio,597
20,20293,San Pablo Etla,1331,4.51,5.33,0,0.45,2.372,Bajo,1174
20,20294,San Pablo Huitzo,1094,7.77,5.67,1.55,0.82,4.519,Medio,772
20,20295,San Pablo Huixtepec,1987,10.17,11.73,2.37,3.62,7.103,Alto,474
20,20296,San Pablo Macuiltianguis,320,17.19,8.75,0.31,2.19,6.971,Alto,491
