hts8	year	brief_description	quantity_1_code	quantity_2_code	wto_binding_code	mfn_rate_type_code	mfn_ave	mfn_ad_val_rate	mfn_specific_rate	mfn_other_rate	gsp_indicator	gsp_ctry_excluded	gsp_ctry_excluded2	gsp_ctry_excluded3	gsp_ctry_excluded4	apta_indicator	civil_air_indicator	nafta_canada_ind	canada_rate_type_code	canada_ave	canada_ad_val_rate	canada_specific_rate	canada_other_rate	nafta_mexico_ind	mexico_rate_type_code	mexico_ave	mexico_ad_val_rate	mexico_specific_rate	mexico_other_rate	cbi_indicator	cbi_rate_type_code	cbi_ave	cbi_ad_val_rate	cbi_specific_rate	cbi_other_rate	agoa_indicator	cbtpa_indicator	cbtpa_rate_type_code	cbtpa_ave	cbtpa_ad_val_rate	cbtpa_specific_rate	cbtpa_other_rate	israel_fta_indicator	israel_rate_type_code	israel_ave	israel_ad_val_rate	israel_specific_rate	israel_other_rate	atpa_indicator	atpa_rate_type_code	atpa_ave	atpa_ad_val_rate	atpa_specific_rate	atpa_other_rate	pharmaceutical_ind	dyes_indicator	col2_rate_type_code	col2_ave	col2_ad_val_rate	col2_specific_rate	col2_other_rate	begin_effect_date	end_effective_date	additional_tariff_num_ind	unitvalue
73059010	2001	"Iron or nonalloy steel, seamed, w/circ. cross sect. & ext. diam. o/406.4mm, not welded, tubes and pipes, o/th used in oil/gas drill.etc"	"KG"	""	"B"	7	.006	.006	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.003	.003	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.055	.055	0	0	"1/1/01"	"12/31/01"		.457361
73059050	2001	"Alloy steel, seamed, w/circ. cross sect. & ext. diam. o/406.4mm, not welded, tubes and pipes, o/than used in oil/gas drill. or pipelines"	"KG"	""	"B"	7	.015	.015	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.009	.009	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.1	.1	0	0	"1/1/01"	"12/31/01"		2.99972
73061010	2001	"Iron or nonalloy steel, seamed, w/ext. diam. 406.4mm or less or o/than circ. x-sect, line pipe of a kind used for oil and gas pipelines"	"KG"	""	"B"	7	.006	.006	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.003	.003	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.055	.055	0	0	"1/1/01"	"12/31/01"		.438306
73061050	2001	"Alloy steel, seamed, w/ext. diam 406.4mm or less or o/than circ. x-sect, line pipe of a kind used for oil and gas pipelines"	"KG"	""	"B"	7	.015	.015	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.009	.009	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.1	.1	0	0	"1/1/01"	"12/31/01"		.65645
73062010	2001	"Iron or nonalloy steel, seamed, w/ext. diam 406.4mm or less or o/than circ. x-sect, threaded/coupled, casing of kind used in drill. oil/gas"	"KG"	""	"B"	7	.018	.018	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.012	.012	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"1/1/01"	"12/31/01"		.531042
73062020	2001	"Iron or nonalloy steel, seamed, w/ext. diam 406.4mm or less or o/than circ. x-sect, n/threaded/coupled, casing kind used drill for oil/gas"	"KG"	""	"B"	7	.002	.002	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.001	.001	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.01	.01	0	0	"12/21/00"	"12/31/01"		.299129
73062030	2001	"Alloy steel, seamed, w/ext. diam 406.4mm or less or o/than circ. x-sect, threaded/coupled, casing of kind used in drilling for oil/gas"	"KG"	""	"B"	7	.019	.019	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.012	.012	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.28	.28	0	0	"1/1/01"	"12/31/01"		1.80867
73062040	2001	"Alloy steel, seamed, w/ext. diam 406.4mm or less or o/than circ. x-sect, n/threaded/coupled, casing of kind used in drilling for oil/gas"	"KG"	""	"B"	7	.01	.01	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.006	.006	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.085	.085	0	0	"1/1/01"	"12/31/01"		.384764
73062060	2001	"Iron or nonalloy steel, seamed, w/ext. diam. 406.4mm or less or o/than circ. x-sect, tubing of a kind used for drilling for oil/gas"	"KG"	""	"B"	7	.006	.006	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.003	.003	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.055	.055	0	0	"1/1/01"	"12/31/01"		.497832
73062080	2001	"Alloy steel, seamed, w/ext. diam 406.4mm or less or o/than circ. x-sect, tubing of a kind used for drilling for oil/gas"	"KG"	""	"B"	7	.015	.015	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.009	.009	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.1	.1	0	0	"1/1/01"	"12/31/01"		1.87894
73063010	2001	"Iron or nonalloy steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow profiles, w/wall thick. less than 1.65 mm"	"KG"	""	"B"	7	.024	.024	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.016	.016	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/01"	"12/31/01"		1.41279
73063030	2001	"Nonalloy steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, tapered pipes & tubes, w/wall thick. of 1.65 mm+, pts. of illum. arts."	"KG"	""	"B"	7	.023	.023	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		1.52102
73063050	2001	"Iron or nonalloy steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, pipes, tubes & holl. prof., w/wall thick. of 1.65 mm or more"	"KG"	""	"B"	7	.006	.006	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.003	.003	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.055	.055	0	0	"1/1/01"	"12/31/01"		.43882
73064010	2001	"Stainless steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow profiles, w/wall thick. less than 1.65 mm"	"KG"	""	"B"	7	.023	.023	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.015	.015	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.36	.36	0	0	"1/1/01"	"12/31/01"		4.11822
73064050	2001	"Stainless steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow profiles, w/wall thick. of 1.65 mm or more"	"KG"	""	"B"	7	.015	.015	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.01	.01	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.11	.11	0	0	"1/1/01"	"12/31/01"		2.92762
73065010	2001	"Alloy steel (o/stainless), welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow prof., w/wall thick. less th/1.65 mm"	"KG"	""	"B"	7	.022	.022	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.015	.015	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.35	.35	0	0	"1/1/01"	"12/31/01"		1.50167
73065030	2001	"Alloy steel (o/stainless), welded, w/circ. x-sect & ext. diam. 406.4mm or less, tapered pipes & tubes, w/wall thick. of 1.65 mm+, pts. illum"	"KG"	""	"B"	7	.023	.023	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		5.32571
73065050	2001	"Alloy steel (o/stainless), welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow prof., w/wall thick. of 1.65 mm+"	"KG"	""	"B"	7	.015	.015	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.009	.009	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.1	.1	0	0	"1/1/01"	"12/31/01"		.935919
73066010	2001	"Iron or nonalloy steel, welded, w/non-circ. x-sect, tubes, pipes and hollow profiles, w/wall thickness of 4 mm or more"	"KG"	""	"B"	7	.002	.002	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.001	.001	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.01	.01	0	0	"12/21/00"	"12/31/01"		.426429
73066030	2001	"Alloy steel, welded, w/non-circ. x-sect, tubes, pipes and hollow profiles, w/wall thickness of 4 mm or more"	"KG"	""	"B"	7	.014	.014	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.009	.009	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.28	.28	0	0	"1/1/01"	"12/31/01"		1.39847
73066050	2001	"Iron or nonalloy steel, welded, w/non-circ. x-sect, tubes, pipes and hollow profiles, w/wall thickness less than 4 mm"	"KG"	""	"B"	7	.024	.024	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.016	.016	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/01"	"12/31/01"		.469388
73066070	2001	"Alloy steel, welded, w/non-circ. x-sect, tubes, pipes and hollow profiles, w/wall thickness less than 4 mm"	"KG"	""	"B"	7	.022	.022	0	0	"A+"	""	""	""	""	""	"C"	"CA"		0				"MX"	7	.015	.015	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.35	.35	0	0	"1/1/01"	"12/31/01"		3.68613
73069010	2001	"Iron or nonalloy steel, seamed o/welded, w/non-circ. x-sect. or circ. x-sect. w/ext. diam. 406.4mm or less, tubes, pipes & hollow profiles"	"KG"	""	"B"	7	.006	.006	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.003	.003	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.055	.055	0	0	"1/1/01"	"12/31/01"		1.26784
73069050	2001	"Alloy steel, seamed o/than welded, w/non-circ. x-sect or circ. x-sect w/ext. diam. 406.4mm or less, tubes, pipes and hollow profiles"	"KG"	""	"B"	7	.015	.015	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.009	.009	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.1	.1	0	0	"1/1/01"	"12/31/01"		3.73841
73071100	2001	"Cast nonmalleable iron, fittings for tubes or pipes"	"KG"	""	"B"	7	.048	.048	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/98"	"12/31/2100"		.98346
73071930	2001	"Cast ductile iron or steel, fittings for tubes or pipes"	"KG"	""	"B"	7	.056	.056	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/99"	"12/31/2100"		1.09361
73071990	2001	"Cast iron or steel, fittings for tubes or pipes, nesoi"	"KG"	""	"B"	7	.062	.062	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.012	.012	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		1.83234
73072110	2001	"Stainless steel, flanges for tubes/pipes, forged, not machined, not tooled and not otherwise processed after forging"	"KG"	""	"B"	7	.033	.033	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.34	.34	0	0	"1/1/99"	"12/31/2100"		2.21393
73072150	2001	"Stainless steel, not cast, flanges for tubes/pipes, not forged or forged and machined, tooled and otherwise processed after forging"	"KG"	""	"B"	7	.056	.056	0	0	"A*"	"BR"	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/99"	"12/31/2100"		4.07053
73072210	2001	"Stainless steel, not cast, threaded sleeves (couplings) for tubes/pipes"	"KG"	""	"B"	7	.019	.019	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		11.7564
73072250	2001	"Stainless steel, not cast, threaded elbow and bends for tubes/pipes"	"KG"	""	"B"	7	.062	.062	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/98"	"12/31/2100"		11.4839
73072300	2001	"Stainless steel, not cast, butt welding fittings for tubes/pipes"	"KG"	""	"B"	7	.05	.05	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/99"	"12/31/2100"		11.6204
73072900	2001	"Stainless steel, not cast, fittings for tubes/pipes, nesoi"	"KG"	""	"B"	7	.05	.05	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/99"	"12/31/2100"		6.77984
73079110	2001	"Iron or nonalloy steel, flanges for tubes/pipes, forged, not machined, not tooled and not otherwise processed after forging"	"KG"	""	"B"	7	.033	.033	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/99"	"12/31/2100"		.694243
73079130	2001	"Alloy steel (o/than stainless), not cast, flanges for tubes/pipes, forged, not machined/tooled and not otherwise processed after forging"	"KG"	""	"B"	7	.032	.032	0	0	"A*"	"BR"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.33	.33	0	0	"1/1/99"	"12/31/2100"		4.75261
73079150	2001	"Iron or steel (o/than stainless), not cast, flanges for tubes/pipes, not forged or forged and machined, tooled & processed after forging"	"KG"	""	"B"	7	.055	.055	0	0	"A*"	"BR"	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/99"	"12/31/2100"		1.12943
73079230	2001	"Iron or steel (o/than stainless), not cast, threaded sleeves (couplings) for tubes/pipes"	"KG"	""	"B"	7	.019	.019	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		4.29134
73079290	2001	"Iron or steel (o/than stainless), not cast, threaded elbow and bends for tubes/pipes"	"KG"	""	"B"	7	.062	.062	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/98"	"12/31/2100"		4.15991
73079330	2001	"Iron or nonalloy steel, not cast, butt welding fittings for tubes/pipes, w/inside diam. less than 360mm"	"KG"	""	"B"	7	.062	.062	0	0	"A+"	""	""	""	""	"B"	""	"CA"		0				"MX"	7	.012	.012	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		1.31022
73079360	2001	"Alloy steel (o/than stainless), not cast, butt welding fittings for tubes/pipes, w/inside diam. less than 360mm"	"KG"	""	"B"	7	.055	.055	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/99"	"12/31/2100"		3.24331
73079390	2001	"Iron or alloy steel (o/than stainless), not cast, butt welding fittings for tubes/pipes, w/inside diam. 360mm or more"	"KG"	""	"B"	7	.043	.043	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/99"	"12/31/2100"		1.96503
73079910	2001	"Iron or nonalloy steel, fittings for tubes/pipes, nesoi, forged, not machined, not tooled and not otherwise processed after forging"	"KG"	""	"B"	7	.037	.037	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/99"	"12/31/2100"		1.51269
73079930	2001	"Alloy steel (o/than stainless), fittings for tubes/pipes, nesoi, forged, not machined/tooled and not otherwise processed after forging"	"KG"	""	"B"	7	.032	.032	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.33	.33	0	0	"1/1/99"	"12/31/2100"		3.81311
73079950	2001	"Iron/steel (o/than stainless), n/cast, fittings for tubes/pipes, nesoi, not forged or forged and machined, tooled & processed after forging"	"KG"	""	"B"	7	.043	.043	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/99"	"12/31/2100"		3.40016
73081000	2001	"Iron or steel, bridges and bridge sections"	"KG"	""	"B"	7	.017	.017	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		2.28995
73082000	2001	"Iron or steel, towers and lattice masts"	"KG"	""	"B"	7	.017	.017	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		1.69236
73083010	2001	"Stainless steel, doors, windows and their frames, and thresholds for doors"	"KG"	""	"B"	7	.01	.01	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.35	.35	0	0	"1/1/01"	"12/31/01"		4.01741
73083050	2001	"Iron or steel (o/than stainless), doors, windows and their frames, and thresholds for doors"	"KG"	""	"B"	7	.007	.007	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.25	.25	0	0	"1/1/01"	"12/31/01"		2.64166
73084000	2001	"Iron or steel, props and similar equipment for scaffolding, shuttering or pit-propping"	"KG"	""	"B"	7	.017	.017	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		1.85149
73089030	2001	"Iron or steel, not in part alloy steel, columns, pillars, posts, beams and girders"	"KG"	""	"B"	7	.008	.008	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.005	.005	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"1/1/01"	"12/31/01"		1.20875
73089060	2001	"Iron or steel, columns, pillars, posts, beams and girders, nesoi"	"KG"	""	"B"	7	.012	.012	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.007	.007	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.3	.3	0	0	"1/1/01"	"12/31/01"		1.39178
73089070	2001	"Steel, grating for structures or parts of structures"	"KG"	""	"B"	7	.017	.017	0	0	"A*"	"VE"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		.886205
73089095	2001	"Iron or steel, structures (excluding prefab structures of 9406) and parts of structures, nesoi"	"KG"	""	"B"	7	.017	.017	0	0	"A*"	"AR"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		1.98314
73090000	2001	"Iron/steel, reservoirs, tanks, vats, siml. contain., for any material (o/than compress./liq.gas), w/capacity o/300 l, n/fit. w/mech/thermal"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.45	.45	0	0	"1/1/99"	"12/31/2100"		524.214
73101000	2001	"Iron/steel, tanks, casks, drums, cans, boxes & siml. cont. for any material (o/than compress./liq.gas), w/cap. of 50+ l but n/o 300 l"	"NA"	"NA"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.25	.25	0	0	"1/1/89"	"12/31/2100"		50.7674
73102100	2001	"Iron/steel, cans for any material (o/compressed/liq. gas), closed by soldering or crimping, w/cap. less than 50 l"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.25	.25	0	0	"7/1/90"	"12/31/2100"		.131419
73102900	2001	"Iron/steel, cans for any material (o/compressed/liq. gas), n/closed by soldering or crimping, w/cap. less than 50 l"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.25	.25	0	0	"7/1/90"	"12/31/2100"		.306146
73110000	2001	"Iron/steel, containers for compressed or liquefied gas"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	7	.25	.25	0	0	"1/1/99"	"12/31/2100"		45.2212
73121005	2001	"Stainless steel, stranded wire, not elect. insulated, fitted with fittings or made up into articles"	"KG"	""	"B"	7	.017	.017	0	0	"A"	""	""	""	""	"B"	"C"	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		10.7006
73121010	2001	"Stainless steel, stranded wire, not elect. insulated, not fitted with fittings or made up into articles"	"KG"	""	"B"	7	.017	.017	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		4.16339
73121020	2001	"Iron or steel (o/than stainless), stranded wire, not elect. insul., fitted with fittings or made up into articles"	"KG"	""	"B"	7	.017	.017	0	0	"A"	""	""	""	""	"B"	"C"	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		2.53923
73121030	2001	"Iron or steel (o/than stainless), stranded wire, not elect. insul., not fitted with fittings or made up into articles"	"KG"	""	"B"	7	.015	.015	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.009	.009	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.35	.35	0	0	"1/1/01"	"12/31/01"		.974509
73121050	2001	"Stainless steel, ropes, cables and cordage (o/than stranded wire), not elect. insul., fitted with fittings or made up into articles"	"KG"	""	"B"	7	.017	.017	0	0	"A+"	""	""	""	""	"B"	"C"	"CA"		0				"MX"	7	.011	.011	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		4.39284
73121060	2001	"Stainless steel, ropes, cables and cordage (o/than stranded wire), not elect. insul., not fitted with fittings or made up into articles"	"KG"	""	"B"	7	.013	.013	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.008	.008	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		3.61448
73121070	2001	"Iron/steel (o/stainless), ropes, cables & cordage (o/than stranded wire), n/elect. insul., fitted with fittings or made up into articles"	"KG"	""	"B"	7	.017	.017	0	0	"A+"	""	""	""	""	"B"	"C"	"CA"		0				"MX"	7	.011	.011	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		3.07727
73121080	2001	"Iron/steel (o/stainless), ropes, cables & cordage, of brass plated wire (o/than stranded wire), n/elect. insul., w/o fittings or arts."	"KG"	""	"B"	7	.012	.012	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.35	.35	0	0	"1/1/01"	"12/31/01"		1.82914
73121090	2001	"Iron/steel (o/stainless), ropes, cables & cordage, o/th of brass plate wire (o/than stranded wire), n/elect. insul., w/o fittings etc."	"KG"	""	"B"	7	.012	.012	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	7	.008	.008	0		"E"		0	0	0		"D"	""		0				"IL"		0				"J"		0	0	0		""	""	7	.35	.35	0	0	"1/1/01"	"12/31/01"		1.22396
73129000	2001	"Iron/steel (o/stainless), plaited bands, slings and the like, not electrically insulated"	"KG"	""	"B"	7	.017	.017	0	0	"A"	""	""	""	""	"B"	"C"	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.45	.45	0	0	"1/1/01"	"12/31/01"		3.20036
73130000	2001	"Iron/steel, barbed wire; iron/steel, twisted hoop or single flat wire and loosely twisted double wire, of a kind used for fencing"	"KG"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""	""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/89"	"12/31/2100"		.843778
73141210	2001	"Stainless steel, woven cloth endless bands for machinery, w/meshes not finer than 12 wires to the lineal cm in warp or filling"	"M2"	"KG"	"B"	7	.015	.015	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.35	.35	0	0	"1/1/01"	"12/31/01"		5.36799
73141220	2001	"Stainless steel, woven cloth endless bands for machinery, w/meshes finer than 12 but n/finer than 36 wires to the lineal cm warp or filling"	"M2"	"KG"	"B"	7	.015	.015	0	0	"A"	""	""	""	""	"B"	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.5	.5	0	0	"1/1/01"	"12/31/01"		5.92415
